name,url,description,job_levels,languages,assessment_length,downloads,remote_testing,adaptive_irt,test_types
Microsoft Excel 365 (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-new/,"The Microsoft Excel 365 simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics: Applying Formulas and Functions, Creating and Analyzing Data, Formatting Cells, Data, and Content, Managing Workbooks and Worksheets, Presenting Data Visually, Printing and Views, and Sharing, Maintaining, and Securing Workbooks.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 35,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Microsoft Excel 365.pdf'}]",TRUE,FALSE,"K, S"
Microsoft Outlook 2013 (adaptive),https://www.shl.com/solutions/products/product-catalog/view/microsoft-outlook-2013-adaptive/,"The Microsoft Outlook 2013 (adaptive) test measures knowledge of Microsoft Outlook 2013. Designed for professionals, this test includes the following topics: Application Management, Contacts and Address Books, Mail Management, Messages and Message Organization, Notes, Printing, Schedules and Calendars, Security, and Tasks.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 25,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact_Sheet-microsoft_outlook_2013_(adaptive).pdf'}]",TRUE,TRUE,K
Microsoft PowerPoint 365 - Essentials (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/,"The Microsoft PowerPoint 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft PowerPoint, and includes the following topics: Applying Transitions and Animations, Creating, Managing, and Saving Presentations, Formatting Presentation Content, Reviewing, Collaborating, and Delivering Presentations, and Working with Multimedia Elements, Images, and Illustrations.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 25,"[{'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Microsoft PowerPoint 365 - Essentials.pdf'}]",TRUE,FALSE,"K, S"
Microsoft SQL Server 2014 Programming,https://www.shl.com/solutions/products/product-catalog/view/microsoft-sql-server-2014-programming/,"The Microsoft SQL Server 2014 Programming test measures knowledge of Microsoft Structure Query Language (SQL) Server 2014 Programming. Designed for experienced database programmers, this test covers the following topics: Beyond Relational, Control Flow, Data Types and NULL, Database Design, Developer Tools, Modifying Data, Running Queries, and Writing Queries.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 35,[],TRUE,TRUE,K
Microsoft Windows Server 2012 Administration,https://www.shl.com/solutions/products/product-catalog/view/microsoft-windows-server-2012-administration/,"The Microsoft Windows Server 2012 Administration test measures knowledge of Windows Server Administration. Designed for experienced Network Administrators, this test includes the following topics: Active Directory, Administrative Tasks, Computer Properties, Configuration and Management, Design and Installation, Local Security Policy, Networking, Security, and Server Management.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 35,[],TRUE,TRUE,K
Microsoft Word 365 - Essentials (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-word-365-essentials-new/,"The Microsoft Word 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 25,"[{'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Microsoft Word 365 - Essentials.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Microsoft Word 365 Essential (new) Sample Report.pdf'}]",TRUE,FALSE,"K, S"
Microsoft Word 365 (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-word-365-new/,"The Microsoft Word 365 simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 35,"[{'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Microsoft Word 365.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Microsoft Word 365 (new) sample report.pdf'}]",TRUE,FALSE,"S, K"
Mineral Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mineral-engineering-new/,"Multi-choice test that measures the knowledge of comminution and classification, physical separation process, particle technology, metallurgical thermodynamics, mineralogy, petrology and stratigraphy.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 12,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Mineral Engineering (New).pdf'}]",TRUE,FALSE,K
Mining Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mining-engineering-new/,"Multi-choice test that measures the knowledge of mining methods, mineral processing, mining machinery, mineralogy, petrology and stratigraphy.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 16,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Mining Engineering (New).pdf'}]",TRUE,FALSE,K
Mobility (New),https://www.shl.com/solutions/products/product-catalog/view/mobility-new/,Multi-choice test that measures the knowledge on topics related to mobility and mobile computing.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Mobility (New).pdf'}]",TRUE,FALSE,K
Molecular Biology (New),https://www.shl.com/solutions/products/product-catalog/view/molecular-biology-new/,"Multi-choice test that measures the knowledge of molecular genetics, transgenics, rDNA technology, chromosomal genetics, transformation and related processes.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 6,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Molecular Biology (New).pdf'}]",TRUE,FALSE,K
MongoDB (New),https://www.shl.com/solutions/products/product-catalog/view/mongodb-new/,"Multi-choice test that measures the conceptual knowledge of MongoDB like sharding, replication, indexing, security and storage. It also checks the knowledge of MongoDB queries and data models.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 7,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/MongoDB (New).pdf'}]",TRUE,FALSE,K
Motivation Questionnaire MQM5,https://www.shl.com/solutions/products/product-catalog/view/motivation-questionnaire-mqm5/,"By understanding what motivates their staff, managers can unlock each individual’s full potential and direct their energies more constructively. This questionnaire measures 18 dimensions of an individual’s motivation, and provides a comprehensive understanding of those situations which increase and reduce their motivation.","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Latin American Spanish, Portuguese (Brazil), Latvian, Danish, Indonesian, Swedish, Turkish, Portuguese, French (Canada), Japanese, Chinese Traditional, Flemish, French (Belgium), Spanish, Finnish, French, German, Greek, Italian, Polish, Romanian, Russian, English International, English (USA), Chinese Simplified, Dutch, Hungarian, Norwegian, Czech, Slovak, English (Australia), Arabic, Korean,","Approximate Completion Time in minutes = Untimed, approx. 25","[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivation Questionnaire.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivational Questionnaire - Simplified Chinese.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivational Questionnaire - Danish.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivational Questionnaire - Dutch.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivational Questionnaire - Finnish.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivational Questionnaire - French.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivational Questionnaire - German.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivational Questionnaire - Italian.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivational Questionnaire - Norwegian.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivational Questionnaire - Swedish.pdf'}]",TRUE,FALSE,P
MQ Candidate Motivation Report,https://www.shl.com/solutions/products/product-catalog/view/mq-candidate-motivation-report/,The Candidate Motivation Report is designed as a feedback report for the individual. It provides an in-depth and easy-to-understand evaluation of an individuals motivators and demotivators at work.,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English International, English (USA), Chinese Simplified,",,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Candidate Motivation Report Std v2.0 English International.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Candidate Motivation Report Std v2.0 English (US).pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Candidate Motivation Report Std v2.0 Chinese Simplified.pdf'}]",TRUE,FALSE,P
MQ Employee Motivation Report,https://www.shl.com/solutions/products/product-catalog/view/mq-employee-motivation-report/,"The MQ Employee Motivation Report is ideal for use by line managers and those concerned with employee’s performance and well being, the Employee Motivation Report provides an in-depth and easy-to-understand evaluation of what motivates and de-motivates someone. It also offers a comprehensive list of tips and suggestions for managing the employee’s strongest motivators and demotivators.","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Chinese Simplified, English International, English (USA),",,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Employee Motivation Report Std v2.0 English International.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Employee Motivation Report Std v2.0 English (US).pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Employee Motivation Report Std v2.0 Chinese Simplified.pdf.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Employee Motivation Report Czech.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ.M5 Employee Motivation Report Serbian.pdf'}]",TRUE,FALSE,P
MQ Motivation Report Pack,https://www.shl.com/solutions/products/product-catalog/view/mq-motivation-report-pack/,"The MQ Report pack consists of the Profile Chart, Employee Motivation Report and the Candidate Report and is a cost effective way of ensuring that your organisation takes a comprehensive approach to understanding what motivates its employees.","General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,","Chinese Simplified, English International, English (USA),",,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Motivation Pack Std v2.0 English International.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Motivation Pack Std v2.0 English (US).pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Motivation Pack Std v2.0 Chinese Simplified.pdf'}]",TRUE,FALSE,P
MQ Profile,https://www.shl.com/solutions/products/product-catalog/view/mq-profile/,"The profile chart is the Sten score graphical output of the MQ. It clearly shows the individual’s motivational drivers compared to the selected norm group as well as highlighting any unique scores.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Flemish, French (Belgium), Spanish, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Italian, Norwegian, Polish, Portuguese, Russian, Swedish, English International, English (USA), Romanian, Indonesian, Turkish, Chinese Simplified, Hungarian,",,"[{'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/MQ Profile (TC Version) English International.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 English International.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 French (Canada).pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 LAS.pdf.pdf'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/MQ Profile (TC Version) English (US).pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 English (US).pdf'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/MQ Profile (TC Version) Chinese Simplified.pdf.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Chinese Simplified.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Indonesian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Japanese.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Danish.pdf'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/MQ Profile (TC Version) Dutch.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Dutch.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Finnish.pdf'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/MQ Profile (TC Version) French.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 French.pdf'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/MQ Profile (TC Version) German.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 German.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Greek.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Hungarian.pdf'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/MQ Profile (TC Version) Italian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Italian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Latvian.pdf.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Norwegian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Polish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Portuguese.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Romanian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Russian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Slovakian.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Spanish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Swedish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 Turkish.pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MQ Profile Std v2.0 BR_PT.pdf.pdf'}]",TRUE,FALSE,P
MS Access (New),https://www.shl.com/solutions/products/product-catalog/view/ms-access-new/,Multi-choice test that measures the knowledge and basic understanding of MS Access programming.,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 7,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/MS Access (New).pdf'}]",TRUE,FALSE,K
MS Excel (New),https://www.shl.com/solutions/products/product-catalog/view/ms-excel-new/,"Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data.","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA), Spanish, French, Portuguese (Brazil),",Approximate Completion Time in minutes = 6,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/MS Excel (New).pdf'}]",TRUE,FALSE,K
MS Office Basic Computer Literacy (New),https://www.shl.com/solutions/products/product-catalog/view/ms-office-basic-computer-literacy-new/,"Multi-choice test that measures the ability to use MS Word, MS Excel and MS PowerPoint to perform basic tasks on a computer.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA), Spanish, Portuguese (Brazil), French,",Approximate Completion Time in minutes = 7,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/MS Office Basic Computer Literacy (New).pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MS Office Basic Computer Literacy (New) Sample Report.pdf'}]",TRUE,FALSE,K
MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/solutions/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,"Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email.","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 5,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/MS Office Basic Computer Literacy (Simulation) (New).pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MS Office Basic Computer Literacy (sim) (New) Sample Report.pdf'}]",TRUE,FALSE,S
MS PowerPoint (New),https://www.shl.com/solutions/products/product-catalog/view/ms-powerpoint-new/,"Multi-choice test that measures the knowledge of MS PowerPoint toolbars, slide layouts, animation, slideshow, slide designs and formats.","Entry-Level, Front Line Manager, Graduate, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA), French, Spanish, Portuguese (Brazil),",Approximate Completion Time in minutes = 4,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/MS PowerPoint (New).pdf'}]",TRUE,FALSE,K
MS Word (New),https://www.shl.com/solutions/products/product-catalog/view/ms-word-new/,Multi-choice test that measures the ability to use MS Word to record and save textual information.,"Professional Individual Contributor, Supervisor, Mid-Professional, Entry-Level, Graduate, Manager,","Spanish, French, Portuguese (Brazil), English (USA),",Approximate Completion Time in minutes = 4,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/MS Word (New).pdf'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MS Word (New) Sample Report.pdf'}]",TRUE,FALSE,K
MuleSoft Development (New),https://www.shl.com/solutions/products/product-catalog/view/mulesoft-development-new/,"Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 17,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/MuleSoft Development (New).pdf'}]",TRUE,FALSE,K
Multitasking Ability,https://www.shl.com/solutions/products/product-catalog/view/multitasking-ability/,"The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and effectiveness when interrupted or switching between tasks.  This test is a face-valid, split-screen simulation that is designed to assess multitasking ability. It captures the dynamic nature of the working environment by presenting the candidate with multiple types of items in a timed format. Candidates will be required to complete problem-solving items that are presented on one side of the screen, while at the same time attending to emails that are presented within an email inbox on the other side of the screen.","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 20,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact_Sheet-Multitasking_Ability.pdf'}]",TRUE,FALSE,"A, K, S"
Networking and Implementation (New),https://www.shl.com/solutions/products/product-catalog/view/networking-and-implementation-new/,"Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 7,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Networking and Implementation (New).pdf'}]",TRUE,FALSE,K
Node.js (New),https://www.shl.com/solutions/products/product-catalog/view/node-js-new/,"Multi-choice test that measures the basic knowledge of Node.js such as events, streams, file system, error handling, concurrency, DB handling and express framework.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Node.js (New).pdf'}]",TRUE,FALSE,K
Nursing (New),https://www.shl.com/solutions/products/product-catalog/view/nursing-new/,Multi-choice test that measures the knowledge of carrying out various nursing tasks.,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 11,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Nursing (New).pdf'}]",TRUE,FALSE,K
Search Engine Optimization (New),https://www.shl.com/solutions/products/product-catalog/view/search-engine-optimization-new/,"Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Search Engine Optimization (New).pdf'}]",TRUE,FALSE,K
Selenium (New),https://www.shl.com/solutions/products/product-catalog/view/selenium-new/,"Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks and object repository.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Selenium (New).pdf'}]",TRUE,FALSE,K
Shell Scripting (New),https://www.shl.com/solutions/products/product-catalog/view/shell-scripting-new/,"Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Shell Scripting (New).pdf'}]",TRUE,FALSE,K
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts.,"Professional Individual Contributor, Graduate, Manager, Mid-Professional,","Korean, Japanese, Thai, Portuguese (Brazil), Portuguese, Chinese Traditional, Indonesian, Russian, Romanian, Polish, Greek, Latin American Spanish, English International, Arabic, Hungarian, Czech, French (Canada), Slovak, Serbian, Turkish, Spanish, Danish, Estonian, Finnish, Latvian, Lithuanian, Norwegian, Swedish, French, German, Italian, Dutch, Chinese Simplified, English (USA),",Approximate Completion Time in minutes = 20,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet Verify Interactive - Inductive_12of15.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive DA FINAL V3.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive NL FINAL V2.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive FR FINAL V2.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive DE FINAL V3.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive IT FINAL V3.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Inductive SV FINAL V2.pdf'}]",TRUE,TRUE,"A, S"
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,"Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using incomplete information.","Graduate, Manager, Mid-Professional, Professional Individual Contributor,","Chinese Traditional, Romanian, Turkish, Polish, Greek, Latin American Spanish, Portuguese (Brazil), Japanese, Hungarian, Czech, French (Canada), Slovak, Serbian, English International, English (USA), German, Italian, Indonesian, Korean, Russian, Arabic, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, French, Dutch, Chinese Simplified, Spanish, Portuguese,",Approximate Completion Time in minutes = 20,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive DA FINAL V3.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive NL FINAL V2.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive FR FINAL V2.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive DE FINAL V3.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive IT FINAL V3.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive SV FINAL V2.pdf'}]",TRUE,TRUE,"A, S"
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,Assesses how the candidate comprehends numerical information in various formats.,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,","French, German, Italian, Dutch, Chinese Simplified, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, English International, English (USA), Czech, Polish, Latin American Spanish, Spanish, Thai, Japanese, Korean, Portuguese, Portuguese (Brazil), Chinese Traditional, Hungarian, Indonesian, Russian, Romanian, Turkish, French (Canada), Greek, Slovak, Serbian, Arabic,",Approximate Completion Time in minutes = 20,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical DA FINAL V3.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical NL FINAL V2.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical FR FINAL V2.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical DE FINAL V3.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical IT FINAL V3.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical SV FINAL V2.pdf'}]",TRUE,TRUE,"A, S"
